Output from Radio_Raw_Data_Test.ino
7/9/15
Used MoteinoMega that was located on kitchen table
Davis ISS had a new battery




Davis ISS Radio test for MoteinoMega
RxTime	RSSI	chan	crc err	ID	packet
2687	-68	47	12	3	52 00 6D FF 73 00 09 E9 
2674	-63	48	12	3	A2 00 6D F3 2B 00 6A 22 
2687	-64	49	12	3	82 00 6D 29 CB 00 ED CD 
2685	-77	50	12	3	E2 00 6D 80 03 00 0E 25 
2685	-65	0	12	3	52 00 6D FF 73 00 09 E9 
2685	-59	1	12	3	62 00 6D FF C3 00 38 68 
2685	-63	2	12	3	82 00 6D 29 CB 00 ED CD 
2685	-68	3	12	3	E2 00 6D 80 03 00 0E 25 
2685	-62	4	12	3	52 01 6D FF 71 00 C5 DA 
2687	-59	5	12	3	42 00 6F FF C3 00 E0 08 
2686	-80	6	12	3	82 00 6F 29 CB 00 00 A5 
2686	-78	7	12	3	E2 00 6F 80 03 00 E3 4D 
2687	-63	8	12	3	52 00 6F FF 73 00 E4 81 
2686	-74	9	12	3	92 00 6F 01 03 07 DA 5C 
2686	-63	10	12	3	82 00 6F 29 CB 00 00 A5 
2686	-64	11	12	3	E2 00 6F 80 03 00 E3 4D 
2686	-68	12	12	3	52 00 70 FF 71 00 4D AA 
2686	-71	13	12	3	A2 00 72 E7 29 00 5C AA 
2686	-63	14	12	3	82 00 75 29 CA 00 40 98 
2687	-61	15	12	3	E2 00 75 80 02 00 A3 70 
2686	-67	16	12	3	52 00 75 FF 72 00 A4 BC 
2686	-73	17	12	3	A2 00 75 E7 2A 00 58 D4 
RxTime	RSSI	chan	crc err	ID	packet
2687	-63	18	12	3	82 00 75 29 CA 00 40 98 
2672	-83	19	12	3	E2 00 75 80 02 00 A3 70 
2686	-64	20	12	3	52 00 75 FF 73 00 97 8D 
2686	-62	21	12	3	62 00 76 FF C1 00 5B B2 
2686	-71	22	12	3	82 00 75 29 CB 00 73 A9 
2686	-69	23	12	3	E2 00 75 80 03 00 90 41 
2686	-63	24	12	3	52 00 75 FF 73 00 97 8D 
2687	-76	25	12	3	42 00 75 FF C3 00 93 04 
2686	-61	26	12	3	82 00 75 29 CB 00 73 A9 
2686	-65	27	12	3	E2 00 75 80 03 00 90 41 
2687	-74	28	12	3	52 00 75 FF 73 00 97 8D 
2686	-69	29	12	3	92 00 75 01 03 17 BB 61 
2686	-62	30	12	3	82 00 75 29 CB 00 73 A9 
2686	-64	31	12	3	E2 00 75 80 03 00 90 41 
2686	-68	32	12	3	52 00 75 FF 73 00 97 8D 
2686	-67	33	12	3	A2 00 75 E1 2B 00 D9 45 
2686	-62	34	12	3	82 00 75 29 CB 00 73 A9 
2687	-74	35	12	3	E2 00 75 80 03 00 90 41 
2686	-84	36	12	3	52 00 75 FF 73 00 97 8D 
2686	-71	37	12	3	A2 00 75 E1 2B 00 D9 45 
2687	-60	38	12	3	82 00 75 29 DB 00 70 DA 
2686	-65	39	12	3	E2 00 75 80 03 00 90 41 
RxTime	RSSI	chan	crc err	ID	packet
2686	-78	40	12	3	52 00 75 FF 73 00 97 8D 
2673	-59	41	12	3	62 00 75 FF C3 00 A6 0C 
2686	-66	42	12	3	82 00 75 29 CB 00 73 A9 
Got CRC error. 48 52 34 83 69 6B 5D 3B    Seconds since last error: 218    Minutes running: 29.85

72566	-59	18	13	3	92 00 75 01 03 37 9F 03 
2686	-74	19	13	3	82 00 75 29 DB 00 70 DA 
2686	-64	20	13	3	E2 00 75 80 03 00 90 41 
2686	-62	21	13	3	52 00 75 FF 73 00 97 8D 
2686	-67	22	13	3	A2 00 75 ED 2B 00 AC 24 
2686	-67	23	13	3	82 00 75 29 EB 00 75 4F 
2687	-62	24	13	3	E2 00 75 80 03 00 90 41 
2686	-75	25	13	3	52 00 75 FF 73 00 97 8D 
2686	-59	26	13	3	A2 00 75 ED 2B 00 AC 24 
2687	-65	27	13	3	82 00 75 29 EB 00 75 4F 
2686	-79	28	13	3	E2 00 75 80 03 00 90 41 
2686	-68	29	13	3	52 00 75 FF 73 00 97 8D 
2686	-62	30	13	3	62 00 75 FF C3 00 A6 0C 
2686	-63	31	13	3	82 00 75 29 DB 00 70 DA 
2686	-72	32	13	3	E2 00 75 80 03 00 90 41 
2686	-72	33	13	3	52 00 75 FF 73 00 97 8D 
2687	-63	34	13	3	42 00 75 FF C3 00 93 04 
2686	-65	35	13	3	82 00 75 29 EB 00 75 4F 
2686	-67	36	13	3	E2 00 75 80 01 00 F6 23 
RxTime	RSSI	chan	crc err	ID	packet
2687	-63	37	13	3	52 00 74 FF 71 00 87 5B 
2673	-65	38	13	3	92 00 73 01 03 47 C6 0D 
2686	-59	39	13	3	82 00 73 29 EB 00 52 D6 
2686	-65	40	13	3	E2 00 73 80 03 00 B7 D8 
2686	-58	41	13	3	52 00 73 FF 73 00 B0 14 
2686	-61	42	13	3	A2 00 73 F1 2B 00 BD BF 
Got CRC error. EA E7 AF BD 0F 9E 26 F4    Seconds since last error: 138    Minutes running: 32.16

72566	-56	18	14	3	52 00 73 FF 73 00 B0 14 
2686	-65	19	14	3	62 00 73 FF C3 00 81 95 
2686	-58	20	14	3	82 00 73 29 EB 00 52 D6 
2686	-58	21	14	3	E2 00 73 80 03 00 B7 D8 
2686	-59	22	14	3	52 00 73 FF 73 00 B0 14 
2687	-59	23	14	3	42 00 73 FF C3 00 B4 9D 
2686	-58	24	14	3	82 00 73 29 FB 00 51 A5 
2686	-64	25	14	3	E2 00 73 80 03 00 B7 D8 
2687	-58	26	14	3	52 00 73 FF 73 00 B0 14 
2686	-57	27	14	3	92 00 73 01 03 67 E2 6F 
2686	-65	28	14	3	82 00 73 29 FB 00 51 A5 
2686	-60	29	14	3	E2 00 73 80 03 00 B7 D8 
2686	-58	30	14	3	52 00 73 FF 73 00 B0 14 
2686	-58	31	14	3	A2 00 73 EE 2B 00 D2 ED 
2686	-65	32	14	3	82 00 73 29 FB 00 51 A5 
2687	-57	33	14	3	E2 00 73 80 03 00 B7 D8 
RxTime	RSSI	chan	crc err	ID	packet
2687	-57	34	14	3	52 00 73 FF 73 00 B0 14 
2673	-63	35	14	3	A2 00 73 EE 2B 00 D2 ED 
2687	-68	36	14	3	82 00 73 29 FB 00 51 A5 
2685	-60	37	14	3	E2 00 73 80 03 00 B7 D8 
2685	-57	38	14	3	52 00 73 FF 73 00 B0 14 
2685	-56	39	14	3	62 00 73 FF C3 00 81 95 
2685	-65	40	14	3	82 00 73 29 FB 00 51 A5 
2685	-56	41	14	3	E2 00 73 80 03 00 B7 D8 
2685	-59	42	14	3	52 00 73 FF 73 00 B0 14 
Got CRC error. D0 CA 8F BF 8D 8C 37 C3    Seconds since last error: 138    Minutes running: 34.46

5374	-57	44	15	3	82 00 73 29 FB 00 51 A5 
2686	-57	45	15	3	E2 00 73 80 03 00 B7 D8 
2687	-54	46	15	3	52 00 73 FF 73 00 B0 14 
2686	-61	47	15	3	92 00 73 01 03 77 F0 5E 
2686	-55	48	15	3	82 00 73 29 EB 00 52 D6 
2686	-56	49	15	3	E2 00 73 80 03 00 B7 D8 
2687	-60	50	15	3	52 00 73 FF 73 00 B0 14 
2686	-57	0	15	3	A2 00 73 DE 2B 00 17 48 
2686	-55	1	15	3	82 00 73 29 EB 00 52 D6 
2687	-55	2	15	3	E2 00 73 80 03 00 B7 D8 
2686	-59	3	15	3	52 00 73 FF 73 00 B0 14 
2686	-57	4	15	3	A2 00 73 DE 2B 00 17 48 
2686	-56	5	15	3	82 01 73 29 FA 00 C8 C5 
Got CRC error. E2 80 39 E0 00 80 30 FD    Seconds since last error: 37    Minutes running: 35.09

RxTime	RSSI	chan	crc err	ID	packet
5374	-59	7	16	3	52 00 73 FF 72 00 83 25 
2674	-57	8	16	3	62 00 73 FF C2 00 B2 A4 
2687	-57	9	16	3	82 00 73 29 FA 00 62 94 
2686	-55	10	16	3	E2 00 73 80 02 00 84 E9 
2686	-56	11	16	3	52 00 73 FF 72 00 83 25 
2687	-59	12	16	3	42 00 73 FF C2 00 87 AC 
2686	-59	13	16	3	82 00 73 29 FA 00 62 94 
2686	-55	14	16	3	E2 00 73 80 02 00 84 E9 
2686	-56	15	16	3	52 00 73 FF 72 00 83 25 
2687	-57	16	16	3	92 00 73 01 02 07 BD F8 
2686	-59	17	16	3	82 00 73 29 FA 00 62 94 
2686	-56	18	16	3	E2 00 73 80 02 00 84 E9 
2687	-65	19	16	3	52 00 73 FF 72 00 83 25 
2686	-56	20	16	3	A2 00 73 E0 2A 00 FA DD 
2686	-56	21	16	3	82 00 73 29 FA 00 62 94 
2686	-59	22	16	3	E2 00 73 80 02 00 84 E9 
2686	-59	23	16	3	52 00 73 FF 72 00 83 25 
2686	-56	24	16	3	A2 00 73 E0 2A 00 FA DD 
2686	-59	25	16	3	82 00 73 29 FA 00 62 94 
2687	-55	26	16	3	E2 00 73 80 02 00 84 E9 
2686	-56	27	16	3	52 00 73 FF 72 00 83 25 
2686	-58	28	16	3	62 00 73 FF C2 00 B2 A4 
RxTime	RSSI	chan	crc err	ID	packet
2687	-57	29	16	3	82 00 73 29 FA 00 62 94 
2672	-55	30	16	3	E2 00 73 80 02 00 84 E9 
2686	-57	31	16	3	52 00 73 FF 72 00 83 25 
2686	-61	32	16	3	42 00 73 FF C2 00 87 AC 
2686	-54	33	16	3	82 00 73 29 FA 00 62 94 
2686	-54	34	16	3	E2 00 73 80 02 00 84 E9 
2686	-59	35	16	3	52 00 73 FF 72 00 83 25 
2687	-64	36	16	3	92 00 73 01 02 17 AF C9 
2686	-57	37	16	3	82 00 73 29 FA 00 62 94 
2686	-54	38	16	3	E2 00 73 80 02 00 84 E9 
2687	-55	39	16	3	52 00 73 FF 72 00 83 25 
2686	-60	40	16	3	A2 00 73 E6 2A 00 48 7D 
2686	-54	41	16	3	82 00 73 29 FA 00 62 94 
2686	-58	42	16	3	E2 00 73 80 02 00 84 E9 
Got CRC error. B3 08 71 8C 44 F2 42 E1    Seconds since last error: 97    Minutes running: 36.71

72567	-55	18	17	3	82 00 73 2A 0A 00 28 05 
2686	-65	19	17	3	E2 00 73 80 02 00 84 E9 
2686	-56	20	17	3	52 00 73 FF 72 00 83 25 
2686	-58	21	17	3	42 00 73 FF C2 00 87 AC 
2686	-59	22	17	3	82 00 73 2A 0A 00 28 05 
2686	-59	23	17	3	E2 00 73 80 02 00 84 E9 
2686	-55	24	17	3	52 00 73 FF 72 00 83 25 
2687	-69	25	17	3	92 00 73 01 02 37 8B AB 
RxTime	RSSI	chan	crc err	ID	packet
2687	-55	26	17	3	82 00 73 2A 0A 00 28 05 
2673	-56	27	17	3	E2 00 73 80 02 00 84 E9 
2687	-59	28	17	3	52 00 73 FF 72 00 83 25 
2686	-62	29	17	3	A2 00 73 EF 2A 00 D6 EC 
2686	-56	30	17	3	82 00 73 2A 0A 00 28 05 
2686	-56	31	17	3	E2 00 73 80 02 00 84 E9 
2686	-62	32	17	3	52 00 73 FF 73 00 B0 14 
2686	-57	33	17	3	A2 00 73 EF 2B 00 E5 DD 
2686	-56	34	17	3	82 00 73 2A 0B 00 1B 34 
2687	-59	35	17	3	E2 00 73 80 03 00 B7 D8 
2686	-69	36	17	3	52 01 76 FF 71 00 C0 62 
2686	-59	37	17	3	62 03 68 FF C3 00 6A FF 
2686	-57	38	17	3	82 03 68 2A 0B 00 F0 5E 
2686	-56	39	17	3	E2 02 77 80 03 00 39 AA 
2686	-60	40	17	3	52 03 78 FF 72 00 73 E8 
2686	-56	41	17	3	42 03 7A FF C2 00 9A 09 
2686	-62	42	17	3	82 03 72 2A 0B 00 83 52 
Got CRC error. AC 30 7B 19 ED 5F 36 26    Seconds since last error: 137    Minutes running: 39.00

72566	-55	18	18	3	A2 00 81 CC 29 00 2E 0C 
2686	-66	19	18	3	82 00 81 2A 19 00 0C 00 
2687	-56	20	18	3	E2 00 81 80 01 00 A3 9F 
2685	-58	21	18	3	52 00 81 FF 71 00 A4 53 
2685	-58	22	18	3	A2 00 81 CC 29 00 2E 0C 
RxTime	RSSI	chan	crc err	ID	packet
2685	-58	23	18	3	82 00 81 2A 19 00 0C 00 
2672	-54	24	18	3	E2 00 81 80 01 00 A3 9F 
2685	-67	25	18	3	52 00 81 FF 71 00 A4 53 
2685	-55	26	18	3	62 00 81 FF C1 00 95 D2 
2687	-56	27	18	3	82 00 81 2A 19 00 0C 00 
2686	-59	28	18	3	E2 00 81 80 01 00 A3 9F 
2686	-63	29	18	3	52 00 81 FF 71 00 A4 53 
2687	-56	30	18	3	42 00 81 FF C1 00 A0 DA 
2686	-55	31	18	3	82 00 81 2A 19 00 0C 00 
2686	-58	32	18	3	E2 00 81 80 01 00 A3 9F 
2686	-59	33	18	3	52 00 81 FF 71 00 A4 53 
2686	-55	34	18	3	92 00 81 03 01 27 D0 8C 
2686	-59	35	18	3	82 00 81 2A 19 00 0C 00 
2686	-65	36	18	3	E2 00 81 80 01 00 A3 9F 
2686	-59	37	18	3	52 00 81 FF 71 00 A4 53 
2686	-58	38	18	3	A2 00 81 D6 29 00 AA AE 
2686	-55	39	18	3	82 00 81 2A 19 00 0C 00 
2687	-59	40	18	3	E2 00 81 80 01 00 A3 9F 
2686	-59	41	18	3	52 00 81 FF 71 00 A4 53 
2686	-61	42	18	3	A2 00 81 D6 29 00 AA AE 
Got CRC error. 1E 90 F8 BD 02 8D BF D2    Seconds since last error: 138    Minutes running: 41.30

72567	-58	18	19	3	52 00 81 FF 71 00 A4 53 
2686	-66	19	19	3	42 00 81 FF C1 00 A0 DA 
RxTime	RSSI	chan	crc err	ID	packet
2686	-53	20	19	3	82 00 81 2A 29 00 09 95 
2674	-55	21	19	3	E2 00 81 80 01 00 A3 9F 
2686	-62	22	19	3	52 00 81 FF 71 00 A4 53 
2686	-62	23	19	3	92 00 81 03 01 47 BC 2A 
2686	-56	24	19	3	82 00 81 2A 29 00 09 95 
2687	-67	25	19	3	E2 00 81 80 01 00 A3 9F 
2686	-58	26	19	3	52 00 81 FF 71 00 A4 53 
2686	-57	27	19	3	A2 00 81 DE 29 00 03 0F 
2687	-59	28	19	3	82 00 81 2A 29 00 09 95 
2686	-62	29	19	3	E2 00 81 80 01 00 A3 9F 
2686	-59	30	19	3	52 00 81 FF 71 00 A4 53 
2686	-56	31	19	3	A2 00 81 DE 29 00 03 0F 
2686	-57	32	19	3	82 00 81 2A 29 00 09 95 
2686	-56	33	19	3	E2 00 81 80 01 00 A3 9F 
2686	-59	34	19	3	52 00 81 FF 71 00 A4 53 
2686	-59	35	19	3	62 00 81 FF C1 00 95 D2 
2686	-65	36	19	3	82 00 81 2A 29 00 09 95 
2686	-60	37	19	3	E2 00 81 80 01 00 A3 9F 
2687	-60	38	19	3	52 00 81 FF 71 00 A4 53 
2686	-57	39	19	3	42 01 81 FF C1 00 0A 8B 
2686	-58	40	19	3	82 00 81 2A 29 00 09 95 
2687	-55	41	19	3	E2 00 81 80 01 00 A3 9F 
RxTime	RSSI	chan	crc err	ID	packet
2687	-62	42	19	3	52 00 7F FF 73 00 FF 26 
2673	-58	43	19	3	92 01 7C 03 01 57 A2 81 
2687	-56	44	19	3	82 02 7B 2A 2B 00 DC 92 
2686	-60	45	19	3	E2 02 85 80 03 00 4B 8F 
2686	-58	46	19	3	52 01 7E FF 71 00 45 A1 
2686	-64	47	19	3	A2 04 78 DA 2A 00 6F A0 
2686	-58	48	19	3	82 04 73 2A 29 00 F2 B6 
2686	-57	49	19	3	E2 03 71 80 03 00 B4 62 
2686	-68	50	19	3	52 02 76 FF 72 00 7B E3 
2687	-58	0	19	3	A2 02 81 DA 29 00 9B 4C 
2686	-59	1	19	3	82 01 77 2A 2B 00 7D 72 
2686	-57	2	19	3	E2 01 81 80 01 00 09 CE 
2687	-62	3	19	3	52 02 7E FF 73 00 CD 11 
2686	-59	4	19	3	62 04 68 FF C1 00 6B 49 
2686	-57	5	19	3	82 03 71 2A 29 00 78 0A 
2687	-64	6	19	3	E2 02 83 80 01 00 0A 74 
2686	-61	7	19	3	52 02 7D FF 71 00 30 AF 
2686	-58	8	19	3	42 02 7D FF C0 00 07 17 
2687	-59	9	19	3	82 00 7D 2A 28 00 EA DB 
2686	-55	10	19	3	E2 00 7D 80 00 00 40 D1 
2686	-58	11	19	3	52 00 7D FF 70 00 47 1D 
2686	-58	12	19	3	92 00 7D 04 00 07 92 30 
RxTime	RSSI	chan	crc err	ID	packet
2687	-60	13	19	3	82 00 7D 2A 28 00 EA DB 
2673	-54	14	19	3	E2 00 7D 80 00 00 40 D1 
2686	-55	15	19	3	52 00 7D FF 70 00 47 1D 
2687	-59	16	19	3	A2 00 7D C3 28 00 E1 73 
2686	-59	17	19	3	82 00 7D 2A 28 00 EA DB 
2686	-55	18	19	3	E2 00 7D 80 00 00 40 D1 
2687	-65	19	19	3	52 00 7D FF 70 00 47 1D 
2686	-56	20	19	3	A2 00 7D C3 28 00 E1 73 
2686	-56	21	19	3	82 00 7D 2A 28 00 EA DB 
2686	-59	22	19	3	E2 00 8E 80 03 00 11 13 
2686	-59	23	19	3	52 00 8F FF 71 00 06 09 
2686	-59	24	19	3	62 00 8E FF C3 00 27 5E 
2686	-68	25	19	3	82 00 8F 2A 29 00 AB CF 
2686	-55	26	19	3	E2 00 8F 80 01 00 01 C5 
2686	-56	27	19	3	52 00 8F FF 71 00 06 09 
2686	-57	28	19	3	42 00 8F FF C3 00 64 E2 
2687	-59	29	19	3	82 00 90 2A 29 00 64 86 
2686	-56	30	19	3	E2 00 90 80 01 00 CE 8C 
2686	-57	31	19	3	52 00 90 FF 71 00 C9 40 
2687	-62	32	19	3	92 00 90 04 01 17 0E 5C 
2686	-57	33	19	3	82 00 90 2A 29 00 64 86 
2686	-56	34	19	3	E2 00 90 80 01 00 CE 8C 
RxTime	RSSI	chan	crc err	ID	packet
2686	-60	35	19	3	52 00 90 FF 71 00 C9 40 
2673	-67	36	19	3	A2 00 90 CB 29 00 C6 8F 
2686	-58	37	19	3	82 00 90 2A 29 00 64 86 
2686	-59	38	19	3	E2 00 90 80 01 00 CE 8C 
2686	-59	39	19	3	52 00 90 FF 71 00 C9 40 
2686	-64	40	19	3	A2 00 90 CB 29 00 C6 8F 
2686	-58	41	19	3	82 00 90 2A 29 00 64 86 
2687	-60	42	19	3	E2 00 90 80 01 00 CE 8C 
Got CRC error. 8E BC 69 DC CB 8D 79 D9    Seconds since last error: 275    Minutes running: 45.89

5374	-57	44	20	3	62 00 90 FF C1 00 F8 C1 
2687	-61	45	20	3	82 00 90 2A 29 00 64 86 
2686	-56	46	20	3	E2 00 90 80 01 00 CE 8C 
2686	-59	47	20	3	52 00 90 FF 71 00 C9 40 
2686	-57	48	20	3	42 00 90 FF C1 00 CD C9 
2686	-57	49	20	3	82 00 90 2A 29 00 64 86 
2686	-62	50	20	3	E2 00 90 80 01 00 CE 8C 
2686	-59	0	20	3	52 00 90 FF 71 00 C9 40 
2686	-58	1	20	3	92 00 90 04 01 27 38 0F 
2686	-57	2	20	3	82 00 90 2A 29 00 64 86 
2686	-64	3	20	3	E2 00 90 80 01 00 CE 8C 
2687	-60	4	20	3	52 00 90 FF 71 00 C9 40 
2685	-58	5	20	3	A2 00 90 D3 29 00 2C 4D 
2685	-72	6	20	3	82 01 8F 2A 29 00 01 9E 
RxTime	RSSI	chan	crc err	ID	packet
2686	-64	7	20	3	E2 00 8C 80 03 00 FC 7B 
2673	-59	8	20	3	52 00 88 FF 71 00 57 24 
2685	-63	9	20	3	A2 01 7E D3 2B 00 C6 CE 
2687	-56	10	20	3	82 01 7B 2A 29 00 54 22 
2686	-58	11	20	3	E2 00 76 80 01 00 6D FF 
2686	-59	12	20	3	52 01 7F FF 73 00 55 77 
2686	-62	13	20	3	62 03 79 FF C3 00 07 EC 
2686	-56	14	20	3	82 03 79 2A 3B 00 98 D8 
2686	-57	15	20	3	E2 03 6A 80 02 00 82 EB 
2686	-58	16	20	3	52 03 85 FF 71 00 80 70 
2687	-63	17	20	3	42 03 83 FF C3 00 C5 02 
2686	-58	18	20	3	82 04 7D 2A 28 00 63 DD 
2686	-67	19	20	3	E2 04 84 80 00 00 A5 ED 
2687	-57	20	20	3	52 03 84 FF 73 00 90 A6 
2686	-59	21	20	3	92 02 84 04 03 08 1E 35 
2686	-60	22	20	3	82 01 81 2A 39 00 A0 B7 
2686	-60	23	20	3	E2 02 7E 80 03 00 CA DD 
2686	-57	24	20	3	52 01 7E FF 73 00 23 C3 
2686	-66	25	20	3	A2 00 7E CB 29 00 E0 3F 
2686	-57	26	20	3	82 00 7D 2A 3B 00 BC FB 
2687	-58	27	20	3	E2 00 7D 80 03 00 15 82 
2686	-64	28	20	3	52 00 7D FF 73 00 12 4E 
RxTime	RSSI	chan	crc err	ID	packet
2686	-63	29	20	3	A2 00 7D CB 2B 00 1D 81 
2673	-58	30	20	3	82 00 7D 2A 3B 00 BC FB 
2686	-58	31	20	3	E2 00 7D 80 03 00 15 82 
2686	-63	32	20	3	52 00 7D FF 73 00 12 4E 
2686	-57	33	20	3	62 00 7D FF C3 00 23 CF 
2686	-58	34	20	3	82 00 7D 2A 3B 00 BC FB 
2686	-64	35	20	3	E2 00 7D 80 03 00 15 82 
2686	-71	36	20	3	52 00 7D FF 73 00 12 4E 
2686	-63	37	20	3	42 00 7D FF C3 00 16 C7 
2686	-58	38	20	3	82 00 7D 2A 3B 00 BC FB 
2686	-58	39	20	3	E2 00 7D 80 03 00 15 82 
2687	-65	40	20	3	52 00 7D FF 73 00 12 4E 
2686	-59	41	20	3	92 00 7D 04 03 18 24 BD 
2686	-62	42	20	3	82 00 7D 2A 3B 00 BC FB 
Got CRC error. E0 39 BD BB 6F 99 C6 98    Seconds since last error: 136    Minutes running: 48.17

5374	-60	44	21	3	52 00 7D FF 73 00 12 4E 
2686	-66	45	21	3	A2 00 7D CF 2B 00 C1 41 
2686	-56	46	21	3	82 00 7D 2A 3B 00 BC FB 
2686	-65	47	21	3	E2 01 7D 80 02 00 8C E2 
2686	-60	48	21	3	52 00 7D FF 73 00 12 4E 
2686	-59	49	21	3	A2 01 7F CF 29 00 E0 1A 
2686	-69	50	21	3	82 03 85 2A 39 00 2E C5 
2686	-58	0	21	3	E2 04 7E 80 01 00 61 3A 
RxTime	RSSI	chan	crc err	ID	packet
2686	-57	1	21	3	52 03 70 FF 73 00 C5 1A 
2675	-59	2	21	3	62 03 62 FF C1 00 64 36 
2686	-67	3	21	3	82 02 76 2A 3B 00 E6 67 
2686	-59	4	21	3	E2 03 81 80 03 00 2B 2F 
2687	-59	5	21	3	52 03 75 FF 72 00 4A 6E 
2686	-65	6	21	3	42 02 75 FF C2 00 E4 B6 
2686	-64	7	21	3	82 00 75 2A 3B 00 39 38 
2686	-59	8	21	3	E2 00 75 80 03 00 90 41 
2686	-63	9	21	3	52 00 75 FF 73 00 97 8D 
2686	-59	10	21	3	92 00 75 04 03 08 B3 4F 
2686	-58	11	21	3	82 00 75 2A 3B 00 39 38 
2687	-60	12	21	3	E2 00 75 80 03 00 90 41 
2686	-65	13	21	3	52 00 75 FF 73 00 97 8D 
2686	-58	14	21	3	A2 00 75 CD 2B 00 2A E2 
2687	-57	15	21	3	82 00 75 2A 3B 00 39 38 
2686	-59	16	21	3	E2 00 75 80 03 00 90 41 
2686	-65	17	21	3	52 00 75 FF 73 00 97 8D 
2686	-58	18	21	3	A2 00 75 CD 2B 00 2A E2 
2686	-69	19	21	3	82 00 75 2A 3B 00 39 38 
2686	-59	20	21	3	E2 00 75 80 03 00 90 41 
2686	-58	21	21	3	52 00 75 FF 73 00 97 8D 
2686	-59	22	21	3	62 00 75 FF C3 00 A6 0C 
RxTime	RSSI	chan	crc err	ID	packet
2686	-63	23	21	3	82 00 75 2A 4B 00 31 61 
2674	-60	24	21	3	E2 00 75 80 03 00 90 41 
2687	-68	25	21	3	52 00 75 FF 73 00 97 8D 
2686	-58	26	21	3	42 00 75 FF C3 00 93 04 
2686	-57	27	21	3	82 00 75 2A 3B 00 39 38 
2686	-65	28	21	3	E2 00 75 80 03 00 90 41 
2686	-64	29	21	3	52 00 75 FF 73 00 97 8D 
2686	-59	30	21	3	92 00 75 04 03 18 A1 7E 
2686	-58	31	21	3	82 00 75 2A 4B 00 31 61 
2686	-64	32	21	3	E2 00 75 80 03 00 90 41 
2686	-57	33	21	3	52 00 75 FF 73 00 97 8D 
2686	-57	34	21	3	A2 00 75 D2 2B 00 45 B0 
2687	-63	35	21	3	82 00 75 2A 4B 00 31 61 
2686	-70	36	21	3	E2 00 75 80 03 00 90 41 
2686	-60	37	21	3	52 00 75 FF 73 00 97 8D 
2687	-59	38	21	3	A2 00 75 D2 2B 00 45 B0 
2686	-58	39	21	3	82 00 75 2A 4B 00 31 61 
2686	-65	40	21	3	E2 00 75 80 03 00 90 41 
2686	-57	41	21	3	52 00 75 FF 73 00 97 8D 
2686	-59	42	21	3	62 00 75 FF C3 00 A6 0C 
2686	-58	43	21	3	82 00 75 2A 4B 00 31 61 
2686	-58	44	21	3	E2 00 75 80 03 00 90 41 
RxTime	RSSI	chan	crc err	ID	packet
2687	-62	45	21	3	52 00 75 FF 73 00 97 8D 
2673	-57	46	21	3	42 00 75 FF C3 00 93 04 
2686	-61	47	21	3	82 00 75 2A 4B 00 31 61 
2687	-57	48	21	3	E2 00 75 80 03 00 90 41 
2686	-56	49	21	3	52 00 75 FF 73 00 97 8D 
2686	-63	50	21	3	92 00 75 04 03 28 97 2D 
2686	-58	0	21	3	82 00 75 2A 4B 00 31 61 
2686	-60	1	21	3	E2 00 75 80 03 00 90 41 
2686	-57	2	21	3	52 00 75 FF 73 00 97 8D 
2686	-61	3	21	3	A2 00 75 D4 2B 00 F7 10 
2686	-57	4	21	3	82 00 75 2A 4B 00 31 61 
2686	-58	5	21	3	E2 00 75 80 03 00 90 41 
2686	-64	6	21	3	52 00 75 FF 73 00 97 8D 
2687	-64	7	21	3	A2 00 75 D4 2B 00 F7 10 
2686	-58	8	21	3	82 00 75 2A 4B 00 31 61 
2686	-64	9	21	3	E2 00 75 80 03 00 90 41 
2687	-57	10	21	3	52 00 75 FF 73 00 97 8D 
2686	-59	11	21	3	62 00 75 FF C3 00 A6 0C 
2686	-59	12	21	3	82 00 75 2A 4B 00 31 61 
2686	-63	13	21	3	E2 00 75 80 03 00 90 41 
2686	-58	14	21	3	52 00 75 FF 73 00 97 8D 
2686	-58	15	21	3	42 00 75 FF C3 00 93 04 
RxTime	RSSI	chan	crc err	ID	packet
2686	-58	16	21	3	82 00 75 2A 4B 00 31 61 
2674	-65	17	21	3	E2 00 75 80 03 00 90 41 
2686	-58	18	21	3	52 00 75 FF 73 00 97 8D 
2686	-66	19	21	3	92 00 75 04 03 38 85 1C 
2687	-57	20	21	3	82 00 75 2A 4B 00 31 61 
2686	-61	21	21	3	E2 00 75 80 03 00 90 41 
2686	-59	22	21	3	52 00 75 FF 73 00 97 8D 
2686	-59	23	21	3	A2 00 75 DE 2B 00 30 D1 
2686	-59	24	21	3	82 00 6D 2A 5B 00 AC 76 
2686	-67	25	21	3	E2 00 6C 80 03 00 78 91 
2686	-61	26	21	3	52 00 6C FF 73 00 7F 5D 
2687	-57	27	21	3	A2 00 6C DE 2B 00 D8 01 
2686	-62	28	21	3	82 00 6C 2A 5B 00 DA C2 
2686	-59	29	21	3	E2 00 6C 80 03 00 78 91 
2687	-62	30	21	3	52 00 6C FF 73 00 7F 5D 
2686	-58	31	21	3	62 00 6C FF C3 00 4E DC 
2686	-60	32	21	3	82 00 6C 2A 5B 00 DA C2 
2686	-57	33	21	3	E2 00 6C 80 03 00 78 91 
2686	-59	34	21	3	52 00 6C FF 73 00 7F 5D 
2686	-60	35	21	3	42 00 6C FF C3 00 7B D4 
