Output from Radio_Raw_Data_Test.ino
7/9/15
Used MoteinoMega that was located on kitchen table
Davis ISS had a new battery




Davis ISS Radio test for MoteinoMega
RxTime	RSSI	chan	crc err	ID	packet
2686	-68	36	21	3	82 00 6C 2A 5B 00 DA C2 
2687	-59	37	21	3	E2 00 6C 80 03 00 78 91 
RxTime	RSSI	chan	crc err	ID	packet
2687	-60	38	21	3	52 00 6C FF 73 00 7F 5D 
2673	-60	39	21	3	92 00 6C 04 03 48 13 5B 
2687	-63	40	21	3	82 00 6C 2A 5B 00 DA C2 
2685	-56	41	21	3	E2 00 6C 80 03 00 78 91 
2685	-62	42	21	3	52 00 6C FF 73 00 7F 5D 
Got CRC error. F8 8A 48 FB 59 C2 63 DD    Seconds since last error: 272    Minutes running: 52.71

72565	-56	18	22	3	E2 00 6C 80 03 00 78 91 
2686	-70	19	22	3	52 00 6C FF 73 00 7F 5D 
2686	-58	20	22	3	62 00 6C FF C3 00 4E DC 
2686	-63	21	22	3	82 00 6C 2A 6B 00 DF 57 
2686	-59	22	22	3	E2 00 6C 80 03 00 78 91 
2686	-64	23	22	3	52 00 6C FF 73 00 7F 5D 
2686	-58	24	22	3	42 00 6C FF C3 00 7B D4 
2686	-64	25	22	3	82 00 6C 2A 7B 00 DC 24 
2687	-57	26	22	3	E2 00 6C 80 03 00 78 91 
2686	-61	27	22	3	52 00 6C FF 73 00 7F 5D 
2686	-63	28	22	3	92 00 6C 04 03 68 37 39 
2687	-63	29	22	3	82 00 6C 2A 7B 00 DC 24 
2686	-57	30	22	3	E2 00 6C 80 03 00 78 91 
2686	-59	31	22	3	52 00 6C FF 73 00 7F 5D 
2686	-63	32	22	3	A2 00 6C E7 2B 00 83 35 
2686	-57	33	22	3	82 00 6C 2A 7B 00 DC 24 
2686	-57	34	22	3	E2 00 6C 80 03 00 78 91 
RxTime	RSSI	chan	crc err	ID	packet
2686	-65	35	22	3	52 00 6C FF 73 00 7F 5D 
2673	-68	36	22	3	A2 00 6C E7 2B 00 83 35 
2686	-62	37	22	3	82 00 6C 2A 7B 00 DC 24 
2686	-56	38	22	3	E2 00 6C 80 03 00 78 91 
2687	-61	39	22	3	52 00 6C FF 73 00 7F 5D 
2686	-64	40	22	3	62 00 6C FF C3 00 4E DC 
2686	-57	41	22	3	82 00 6C 2A 7B 00 DC 24 
2686	-62	42	22	3	E2 00 6C 80 03 00 78 91 
Got CRC error. 3B FF 00 E1 84 FC B1 67    Seconds since last error: 138    Minutes running: 55.01

72567	-57	18	23	3	82 00 6C 2A 8B 00 CF E5 
2686	-68	19	23	3	E2 00 6C 80 03 00 78 91 
2686	-60	20	23	3	52 00 6C FF 73 00 7F 5D 
2686	-57	21	23	3	A2 00 6C D9 2B 00 5D 91 
2686	-60	22	23	3	82 00 6C 2A 8B 00 CF E5 
2686	-59	23	23	3	E2 00 6C 80 03 00 78 91 
2686	-60	24	23	3	52 00 6C FF 73 00 7F 5D 
2687	-63	25	23	3	A2 00 6C D9 2B 00 5D 91 
2686	-57	26	23	3	82 00 6C 2A 8B 00 CF E5 
2686	-56	27	23	3	E2 00 6C 80 03 00 78 91 
2687	-67	28	23	3	52 00 6C FF 73 00 7F 5D 
2686	-61	29	23	3	62 00 6C FF C3 00 4E DC 
2686	-58	30	23	3	82 00 6C 2A 8B 00 CF E5 
2686	-57	31	23	3	E2 00 6C 80 03 00 78 91 
RxTime	RSSI	chan	crc err	ID	packet
2687	-68	32	23	3	52 00 6C FF 73 00 7F 5D 
2673	-57	33	23	3	42 01 6C FF C2 00 E2 B4 
2686	-58	34	23	3	82 00 6C 2A 8A 00 FC D4 
2687	-63	35	23	3	E2 00 6C 80 02 00 4B A0 
2686	-71	36	23	3	52 00 83 FF 73 00 2F 59 
2686	-62	37	23	3	92 00 83 04 03 98 88 22 
2687	-58	38	23	3	82 00 87 2A 9B 00 56 63 
2686	-57	39	23	3	E2 00 87 80 03 00 E2 64 
2686	-67	40	23	3	52 00 87 FF 73 00 E5 A8 
2686	-58	41	23	3	A2 00 85 D3 2B 00 ED CD 
2686	-60	42	23	3	82 01 77 2A 9B 00 63 7F 
2686	-58	43	23	3	E2 00 77 80 03 00 7D 29 
2686	-57	44	23	3	52 00 77 FF 73 00 7A E5 
2687	-63	45	23	3	A2 00 77 D3 2B 00 9F E8 
2686	-59	46	23	3	82 00 77 2A 8B 00 CA 5D 
2686	-59	47	23	3	E2 00 77 80 03 00 7D 29 
2687	-57	48	23	3	52 00 77 FF 73 00 7A E5 
2686	-57	49	23	3	62 00 77 FF C3 00 4B 64 
2686	-66	50	23	3	82 00 77 2A 8B 00 CA 5D 
2686	-58	0	23	3	E2 00 77 80 03 00 7D 29 
2686	-58	1	23	3	52 00 77 FF 73 00 7A E5 
2686	-58	2	23	3	42 00 77 FF C3 00 7E 6C 
RxTime	RSSI	chan	crc err	ID	packet
2686	-62	3	23	3	82 00 77 2A 9B 00 C9 2E 
2675	-57	4	23	3	E2 00 77 80 03 00 7D 29 
2686	-58	5	23	3	52 00 77 FF 73 00 7A E5 
2686	-63	6	23	3	92 00 77 01 03 07 44 38 
2687	-64	7	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-57	8	23	3	E2 00 77 80 03 00 7D 29 
2686	-62	9	23	3	52 00 77 FF 73 00 7A E5 
2686	-58	10	23	3	A2 00 77 CD 2B 00 C7 8A 
2686	-57	11	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-58	12	23	3	E2 00 77 80 03 00 7D 29 
2686	-60	13	23	3	52 00 77 FF 73 00 7A E5 
2687	-57	14	23	3	A2 00 77 CD 2B 00 C7 8A 
2686	-55	15	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-57	16	23	3	E2 00 77 80 03 00 7D 29 
2687	-62	17	23	3	52 00 77 FF 73 00 7A E5 
2686	-58	18	23	3	62 00 77 FF C3 00 4B 64 
2686	-65	19	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-58	20	23	3	E2 00 77 80 03 00 7D 29 
2686	-58	21	23	3	52 00 77 FF 73 00 7A E5 
2686	-59	22	23	3	42 00 77 FF C3 00 7E 6C 
2686	-60	23	23	3	82 00 77 2A 9B 00 C9 2E 
2687	-56	24	23	3	E2 00 77 80 03 00 7D 29 
RxTime	RSSI	chan	crc err	ID	packet
2687	-64	25	23	3	52 00 77 FF 73 00 7A E5 
2673	-57	26	23	3	92 00 77 01 03 17 56 09 
2686	-57	27	23	3	82 00 77 2A 9B 00 C9 2E 
2685	-63	28	23	3	E2 00 77 80 03 00 7D 29 
2685	-62	29	23	3	52 00 77 FF 73 00 7A E5 
2685	-60	30	23	3	A2 00 77 D4 2B 00 1A 78 
2686	-57	31	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-60	32	23	3	E2 00 77 80 03 00 7D 29 
2686	-57	33	23	3	52 00 77 FF 73 00 7A E5 
2687	-59	34	23	3	A2 00 77 D4 2B 00 1A 78 
2686	-62	35	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-67	36	23	3	E2 00 77 80 03 00 7D 29 
2687	-60	37	23	3	52 00 77 FF 73 00 7A E5 
2686	-58	38	23	3	62 00 77 FF C3 00 4B 64 
2686	-57	39	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-64	40	23	3	E2 00 77 80 03 00 7D 29 
2686	-58	41	23	3	52 00 77 FF 73 00 7A E5 
2686	-59	42	23	3	42 00 77 FF C3 00 7E 6C 
2686	-58	43	23	3	82 00 77 2A 9B 00 C9 2E 
2687	-57	44	23	3	E2 00 77 80 03 00 7D 29 
2686	-62	45	23	3	52 00 77 FF 73 00 7A E5 
2686	-59	46	23	3	92 00 77 01 03 27 60 5A 
RxTime	RSSI	chan	crc err	ID	packet
2687	-59	47	23	3	82 00 77 2A 9B 00 C9 2E 
2672	-55	48	23	3	E2 00 77 80 03 00 7D 29 
2686	-57	49	23	3	52 00 77 FF 73 00 7A E5 
2686	-65	50	23	3	A2 00 77 D5 2B 00 2D 48 
2686	-57	0	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-58	1	23	3	E2 00 77 80 03 00 7D 29 
2686	-57	2	23	3	52 00 77 FF 73 00 7A E5 
2687	-64	3	23	3	A2 00 77 D5 2B 00 2D 48 
2686	-56	4	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-57	5	23	3	E2 00 77 80 03 00 7D 29 
2687	-64	6	23	3	52 00 77 FF 73 00 7A E5 
2686	-63	7	23	3	62 00 77 FF C3 00 4B 64 
2686	-57	8	23	3	82 00 77 2A AB 00 CC BB 
2686	-62	9	23	3	E2 00 77 80 03 00 7D 29 
2686	-57	10	23	3	52 00 77 FF 73 00 7A E5 
2686	-58	11	23	3	42 00 77 FF C3 00 7E 6C 
2686	-59	12	23	3	82 00 77 2A 9B 00 C9 2E 
2687	-62	13	23	3	E2 00 77 80 03 00 7D 29 
2686	-57	14	23	3	52 00 77 FF 73 00 7A E5 
2686	-56	15	23	3	92 00 77 01 03 37 72 6B 
2687	-56	16	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-62	17	23	3	E2 00 77 80 03 00 7D 29 
RxTime	RSSI	chan	crc err	ID	packet
2686	-57	18	23	3	52 00 77 FF 73 00 7A E5 
2673	-67	19	23	3	A2 00 77 D1 2B 00 F1 88 
2686	-57	20	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-59	21	23	3	E2 00 77 80 03 00 7D 29 
2686	-60	22	23	3	52 00 77 FF 73 00 7A E5 
2686	-64	23	23	3	A2 00 77 D1 2B 00 F1 88 
2686	-59	24	23	3	82 00 77 2A 9B 00 C9 2E 
2686	-69	25	23	3	E2 00 77 80 03 00 7D 29 
2687	-58	26	23	3	52 00 77 FF 73 00 7A E5 
2686	-58	27	23	3	62 00 77 FF C3 00 4B 64 
2686	-67	28	23	3	82 00 77 2A AB 00 CC BB 
2686	-64	29	23	3	E2 00 77 80 03 00 7D 29 
2686	-58	30	23	3	52 00 77 FF 73 00 7A E5 
2686	-58	31	23	3	42 00 77 FF C3 00 7E 6C 
2686	-63	32	23	3	82 00 77 2A AB 00 CC BB 
2686	-57	33	23	3	E2 00 77 80 03 00 7D 29 
2686	-57	34	23	3	52 00 77 FF 73 00 7A E5 
2686	-62	35	23	3	92 00 77 01 03 47 0C FC 
2687	-67	36	23	3	82 00 77 2A AB 00 CC BB 
2686	-60	37	23	3	E2 00 77 80 03 00 7D 29 
2686	-58	38	23	3	52 00 77 FF 73 00 7A E5 
2686	-59	39	23	3	A2 00 77 D5 2B 00 2D 48 
RxTime	RSSI	chan	crc err	ID	packet
2687	-66	40	23	3	82 00 77 2A AB 00 CC BB 
2673	-57	41	23	3	E2 00 77 80 03 00 7D 29 
2686	-59	42	23	3	52 00 77 FF 73 00 7A E5 
Got CRC error. C1 E4 69 C7 DE 98 B2 0C    Seconds since last error: 410    Minutes running: 61.84

72567	-59	18	24	3	E2 01 77 80 02 00 E4 49 
2686	-70	19	24	3	52 00 77 FF 73 00 7A E5 
2686	-56	20	24	3	42 00 77 FF C3 00 7E 6C 
2686	-58	21	24	3	82 00 77 2A BB 00 CF C8 
2686	-59	22	24	3	E2 00 77 80 03 00 7D 29 
2686	-59	23	24	3	52 00 77 FF 73 00 7A E5 
2686	-56	24	24	3	92 00 77 01 03 07 44 38 
2687	-65	25	24	3	82 00 77 2A BB 00 CF C8 
2686	-55	26	24	3	E2 00 77 80 03 00 7D 29 
2686	-57	27	24	3	52 00 77 FF 73 00 7A E5 
2686	-62	28	24	3	A2 00 78 D5 29 00 9F C4 
2686	-60	29	24	3	82 00 77 2A BB 00 CF C8 
2686	-57	30	24	3	E2 00 77 80 03 00 7D 29 
2686	-57	31	24	3	52 00 77 FF 73 00 7A E5 
2686	-63	32	24	3	A2 00 77 D5 2B 00 2D 48 
2686	-58	33	24	3	82 00 77 2A AB 00 CC BB 
2686	-56	34	24	3	E2 00 77 80 03 00 7D 29 
2687	-60	35	24	3	52 00 77 FF 73 00 7A E5 
2686	-67	36	24	3	62 00 77 FF C3 00 4B 64 
RxTime	RSSI	chan	crc err	ID	packet
2686	-59	37	24	3	82 00 77 2A BB 00 CF C8 
2674	-56	38	24	3	E2 00 77 80 03 00 7D 29 
2686	-57	39	24	3	52 00 77 FF 73 00 7A E5 
2686	-64	40	24	3	42 00 78 FF C1 00 CC E0 
2686	-57	41	24	3	82 00 77 2A BB 00 CF C8 
2686	-59	42	24	3	E2 00 77 80 03 00 7D 29 
Got CRC error. CF 6E A2 35 70 F9 B0 E3    Seconds since last error: 138    Minutes running: 64.15

72565	-57	18	25	3	82 00 77 2A BB 00 CF C8 
2686	-66	19	25	3	E2 00 77 80 03 00 7D 29 
2686	-57	20	25	3	52 00 77 FF 73 00 7A E5 
2686	-59	21	25	3	A2 00 77 D6 2B 00 74 18 
2686	-59	22	25	3	82 00 77 2A BB 00 CF C8 
2686	-59	23	25	3	E2 00 77 80 03 00 7D 29 
2687	-58	24	25	3	52 00 77 FF 73 00 7A E5 
2686	-65	25	25	3	62 00 77 FF C3 00 4B 64 
2686	-57	26	25	3	82 00 77 2A BB 00 CF C8 
2687	-57	27	25	3	E2 00 77 80 03 00 7D 29 
2686	-64	28	25	3	52 00 77 FF 73 00 7A E5 
2686	-64	29	25	3	42 00 77 FF C3 00 7E 6C 
2686	-58	30	25	3	82 00 77 2A BB 00 CF C8 
2686	-58	31	25	3	E2 00 77 80 03 00 7D 29 
2686	-60	32	25	3	52 00 77 FF 73 00 7A E5 
2686	-57	33	25	3	92 00 77 01 03 37 72 6B 
RxTime	RSSI	chan	crc err	ID	packet
2687	-56	34	25	3	82 00 77 2A CB 00 C7 91 
2672	-63	35	25	3	E2 00 77 80 03 00 7D 29 
2686	-66	36	25	3	52 00 77 FF 73 00 7A E5 
2687	-62	37	25	3	A2 00 77 E2 2B 00 6D 7D 
2686	-57	38	25	3	82 00 77 2A CB 00 C7 91 
2686	-57	39	25	3	E2 00 77 80 03 00 7D 29 
2686	-64	40	25	3	52 00 77 FF 73 00 7A E5 
2686	-58	41	25	3	A2 00 77 E2 2B 00 6D 7D 
2686	-62	42	25	3	82 00 77 2A CB 00 C7 91 
2686	-57	43	25	3	E2 00 77 80 03 00 7D 29 
2687	-58	44	25	3	52 00 77 FF 73 00 7A E5 
2686	-64	45	25	3	62 00 77 FF C3 00 4B 64 
2686	-57	46	25	3	82 00 77 2A CB 00 C7 91 
2687	-59	47	25	3	E2 00 77 80 03 00 7D 29 
2686	-58	48	25	3	52 00 77 FF 73 00 7A E5 
2686	-56	49	25	3	42 00 77 FF C3 00 7E 6C 
2686	-62	50	25	3	82 00 77 2A CB 00 C7 91 
2686	-59	0	25	3	E2 00 77 80 03 00 7D 29 
2686	-58	1	25	3	52 00 77 FF 73 00 7A E5 
2686	-58	2	25	3	92 00 77 01 03 47 0C FC 
2687	-62	3	25	3	82 00 77 2A CB 00 C7 91 
Got CRC error. D7 A3 9B 5D 8B 88 60 60    Seconds since last error: 167    Minutes running: 66.94

72566	-54	30	26	3	A2 00 77 D2 2B 00 A8 D8 
RxTime	RSSI	chan	crc err	ID	packet
2686	-54	31	26	3	82 00 77 2A DB 00 C4 E2 
2674	-58	32	26	3	E2 00 77 80 03 00 7D 29 
2687	-56	33	26	3	52 00 77 FF 73 00 7A E5 
2686	-54	34	26	3	62 00 77 FF C3 00 4B 64 
2686	-57	35	26	3	82 00 77 2A DB 00 C4 E2 
Got CRC error. 6D D4 39 74 9B A9 2B 9A    Seconds since last error: 87    Minutes running: 68.39

Got CRC error. C2 19 0B 70 0D 09 99 FE    Seconds since last error: 0    Minutes running: 68.40

Got CRC error. 7C 9E 4C E7 AE E0 26 CB    Seconds since last error: 73    Minutes running: 69.63

77942	-60	13	29	3	E2 00 77 80 03 00 7D 29 
2686	-57	14	29	3	52 00 77 FF 73 00 7A E5 
2687	-56	15	29	3	A2 00 77 DD 2B 00 84 E9 
2686	-58	16	29	3	82 00 77 2A DB 00 C4 E2 
2686	-69	17	29	3	E2 00 77 80 03 00 7D 29 
2686	-56	18	29	3	52 00 77 FF 73 00 7A E5 
2686	-72	19	29	3	A2 00 77 DD 2B 00 84 E9 
2686	-58	20	29	3	82 00 77 2A EB 00 C1 77 
2686	-55	21	29	3	E2 00 77 80 03 00 7D 29 
2687	-59	22	29	3	52 00 77 FF 73 00 7A E5 
2686	-59	23	29	3	62 00 77 FF C3 00 4B 64 
2686	-57	24	29	3	82 00 77 2A EB 00 C1 77 
2687	-67	25	29	3	E2 00 77 80 03 00 7D 29 
2686	-55	26	29	3	52 00 77 FF 73 00 7A E5 
2686	-56	27	29	3	42 00 77 FF C3 00 7E 6C 
2686	-61	28	29	3	82 00 77 2A EB 00 C1 77 
2686	-62	29	29	3	E2 00 77 80 03 00 7D 29 
RxTime	RSSI	chan	crc err	ID	packet
2686	-56	30	29	3	52 00 77 FF 73 00 7A E5 
2674	-57	31	29	3	92 00 77 01 03 87 D5 B0 
2686	-62	32	29	3	82 00 77 2A EB 00 C1 77 
2686	-57	33	29	3	E2 00 77 80 03 00 7D 29 
2686	-54	34	29	3	52 00 77 FF 73 00 7A E5 
2687	-63	35	29	3	A2 00 77 DB 2B 00 36 49 
2686	-70	36	29	3	82 00 77 2A EB 00 C1 77 
2686	-58	37	29	3	E2 00 77 80 03 00 7D 29 
2687	-54	38	29	3	52 00 77 FF 73 00 7A E5 
2686	-57	39	29	3	A2 00 77 DB 2B 00 36 49 
2686	-63	40	29	3	82 00 77 2A EB 00 C1 77 
2686	-53	41	29	3	E2 00 77 80 03 00 7D 29 
2686	-60	42	29	3	52 00 77 FF 73 00 7A E5 
Got CRC error. 85 9F CD 25 98 5E 72 5E    Seconds since last error: 81    Minutes running: 70.99

Got CRC error. 34 3E 17 5C 27 F9 F5 F2    Seconds since last error: 71    Minutes running: 72.18

75253	-67	19	31	3	52 00 77 FF 72 00 49 D4 
2687	-57	20	31	3	92 00 77 01 02 07 77 09 
2686	-58	21	31	3	82 00 77 2B 0A 00 D5 C4 
2686	-59	22	31	3	E2 00 77 80 02 00 4E 18 
2687	-65	23	31	3	52 00 77 FF 73 00 7A E5 
2686	-58	24	31	3	A2 01 7F DE 2B 00 F2 2B 
2686	-68	25	31	3	82 00 7F 2B 0B 00 63 36 
2686	-54	26	31	3	E2 00 7F 80 03 00 F8 EA 
2686	-56	27	31	3	52 00 7F FF 73 00 FF 26 
RxTime	RSSI	chan	crc err	ID	packet
2686	-63	28	31	3	A2 00 7F DE 2B 00 58 7A 
2673	-63	29	31	3	82 00 7F 2B 0B 00 63 36 
2687	-57	30	31	3	E2 00 C9 80 03 00 2E A2 
2686	-54	31	31	3	52 00 CE FF 71 00 1E 21 
2686	-64	32	31	3	62 00 CE FF C1 00 2F A0 
2687	-59	33	31	3	82 00 CE 2B 09 00 82 31 
2686	-57	34	31	3	E2 00 CE 80 01 00 19 ED 
2686	-63	35	31	3	52 00 CE FF 71 00 1E 21 
2686	-75	36	31	3	42 00 CE FF C1 00 1A A8 
2686	-63	37	31	3	82 00 CE 2B 09 00 82 31 
2686	-58	38	31	3	E2 00 CE 80 01 00 19 ED 
2686	-54	39	31	3	52 00 CE FF 71 00 1E 21 
2686	-60	40	31	3	92 00 CE 01 01 08 D1 13 
2686	-58	41	31	3	82 00 CE 2B 19 00 81 42 
2686	-59	42	31	3	E2 00 CE 80 01 00 19 ED 
Got CRC error. F1 79 40 2A 22 6C 83 7F    Seconds since last error: 66    Minutes running: 73.29

72567	-54	18	32	3	82 00 CE 2B 29 00 84 D7 
2686	-70	19	32	3	E2 00 CE 80 01 00 19 ED 
2686	-53	20	32	3	52 00 CE FF 71 00 1E 21 
2687	-55	21	32	3	62 00 CE FF C1 00 2F A0 
2686	-59	22	32	3	82 00 CE 2B 29 00 84 D7 
2686	-62	23	32	3	E2 00 CE 80 01 00 19 ED 
2686	-54	24	32	3	52 00 CE FF 71 00 1E 21 
RxTime	RSSI	chan	crc err	ID	packet
2687	-70	25	32	3	42 00 CE FF C1 00 1A A8 
2673	-55	26	32	3	82 00 CE 2B 39 00 87 A4 
2686	-56	27	32	3	E2 00 CE 80 01 00 19 ED 
2686	-64	28	32	3	52 00 CE FF 71 00 1E 21 
2686	-74	29	32	3	92 00 CE 01 01 28 F5 71 
2686	-57	30	32	3	82 00 CE 2B 39 00 87 A4 
2687	-56	31	32	3	E2 00 CE 80 01 00 19 ED 
2686	-64	32	32	3	52 00 CE FF 71 00 1E 21 
2686	-59	33	32	3	A2 00 CE E7 29 00 E2 49 
2687	-55	34	32	3	82 00 CE 2B 39 00 87 A4 
2686	-60	35	32	3	E2 00 CB 80 01 00 A5 A8 
2686	-67	36	32	3	52 00 91 FF 73 00 D9 96 
2686	-62	37	32	3	A2 00 91 E7 2B 00 25 FE 
2686	-57	38	32	3	82 00 91 2B 4B 00 48 4A 
2686	-57	39	32	3	E2 00 91 80 03 00 DE 5A 
2686	-59	40	32	3	52 01 85 FF 73 00 A2 91 
2686	-54	41	32	3	62 00 6B FF C1 00 79 93 
2686	-65	42	32	3	82 00 5D 2B 49 00 D2 BE 
2686	-59	43	32	3	E2 00 5C 80 03 00 54 78 
2687	-55	44	32	3	52 00 5C FF 73 00 53 B4 
2686	-68	45	32	3	42 00 5C FF C3 00 57 3D 
2686	-55	46	32	3	82 00 5C 2B 4B 00 C2 68 
RxTime	RSSI	chan	crc err	ID	packet
2687	-76	47	32	3	E2 00 5C 80 03 00 54 78 
2673	-58	48	32	3	52 00 5C FF 73 00 53 B4 
Got CRC error. D7 D3 E3 E6 F7 05 F3 8E    Seconds since last error: 153    Minutes running: 75.85

5374	-80	50	33	3	82 00 5C 2B 4B 00 C2 68 
2686	-59	0	33	3	E2 00 5C 80 03 00 54 78 
2686	-57	1	33	3	52 00 5C FF 73 00 53 B4 
2686	-58	2	33	3	A2 00 5C DB 2B 00 1F 18 
2686	-74	3	33	3	82 00 5C 2B 5B 00 C1 1B 
2686	-60	4	33	3	E2 00 61 80 03 00 41 17 
2686	-57	5	33	3	52 00 61 FF 73 00 46 DB 
2686	-87	6	33	3	A2 00 61 DB 2B 00 0A 77 
2686	-68	7	33	3	82 00 61 2B 5B 00 D4 74 
2686	-55	8	33	3	E2 00 61 80 03 00 41 17 
2687	-62	9	33	3	52 00 61 FF 73 00 46 DB 
2686	-61	10	33	3	62 00 61 FF C3 00 77 5A 
2686	-57	11	33	3	82 00 61 2B 5B 00 D4 74 
2687	-60	12	33	3	E2 00 61 80 03 00 41 17 
2686	-67	13	33	3	52 00 61 FF 73 00 46 DB 
2686	-59	14	33	3	42 00 61 FF C3 00 42 52 
2686	-57	15	33	3	82 00 61 2B 5B 00 D4 74 
2686	-60	16	33	3	E2 00 61 80 03 00 41 17 
2686	-67	17	33	3	52 00 61 FF 73 00 46 DB 
2686	-54	18	33	3	92 00 61 01 03 18 9B D8 
RxTime	RSSI	chan	crc err	ID	packet
2687	-77	19	33	3	82 00 61 2B 5B 00 D4 74 
2673	-58	20	33	3	E2 00 61 80 03 00 41 17 
2686	-57	21	33	3	52 00 61 FF 73 00 46 DB 
2687	-64	22	33	3	A2 00 61 D1 2B 00 CD B6 
2686	-72	23	33	3	82 00 61 2B 6B 00 D1 E1 
2686	-58	24	33	3	E2 00 61 80 03 00 41 17 
2687	-75	25	33	3	52 01 61 FF 72 00 DF BB 
2686	-60	26	33	3	A2 00 62 D1 2A 00 65 5B 
2686	-58	27	33	3	82 00 7D 2B 68 00 D0 27 
2687	-69	28	33	3	E2 00 7F 80 00 00 AD B9 
2685	-73	29	33	3	52 00 7F FF 72 00 CC 17 
2685	-57	30	33	3	62 00 8C FF C3 00 CA 36 
2685	-57	31	33	3	82 00 B1 2B 6B 00 79 E2 
2685	-74	32	33	3	E2 00 B0 80 03 00 9F A0 
2685	-56	33	33	3	52 00 B0 FF 73 00 98 6C 
2685	-57	34	33	3	42 00 B0 FF C3 00 9C E5 
2686	-70	35	33	3	82 00 B0 2B 6B 00 0F 56 
2686	-75	36	33	3	E2 00 B0 80 03 00 9F A0 
2686	-70	37	33	3	52 00 B0 FF 73 00 98 6C 
2687	-58	38	33	3	92 00 B0 01 03 06 B6 90 
2686	-59	39	33	3	82 00 67 2B 6B 00 F6 78 
2686	-72	40	33	3	E2 00 71 80 03 00 5A B0 
RxTime	RSSI	chan	crc err	ID	packet
2687	-57	41	33	3	52 00 6A FF 73 00 58 C4 
2672	-72	42	33	3	A2 00 6A C2 2B 00 C9 9A 
Got CRC error. CF 86 65 6D 37 C2 28 1C    Seconds since last error: 118    Minutes running: 77.83

72566	-54	18	34	3	52 00 78 FF 73 00 AE 0B 
2687	-78	19	34	3	62 00 78 FF C3 00 9F 8A 
2686	-58	20	34	3	82 00 78 2B 7B 00 3A 42 
2686	-57	21	34	3	E2 00 78 80 03 00 A9 C7 
2687	-64	22	34	3	52 00 78 FF 73 00 AE 0B 
2686	-68	23	34	3	42 00 78 FF C3 00 AA 82 
2686	-57	24	34	3	82 00 78 2B 7B 00 3A 42 
2686	-80	25	34	3	E2 00 78 80 03 00 A9 C7 
2686	-57	26	34	3	52 00 78 FF 73 00 AE 0B 
2686	-58	27	34	3	92 00 78 01 03 18 73 08 
2686	-68	28	34	3	82 00 78 2B 7B 00 3A 42 
2686	-70	29	34	3	E2 00 78 80 03 00 A9 C7 
2686	-58	30	34	3	52 00 78 FF 73 00 AE 0B 
2686	-58	31	34	3	A2 00 78 B7 2B 00 0C AD 
2687	-75	32	34	3	82 00 78 2B 7B 00 3A 42 
2686	-59	33	34	3	E2 00 78 80 03 00 A9 C7 
2686	-57	34	34	3	52 00 78 FF 73 00 AE 0B 
2687	-68	35	34	3	A2 00 78 B7 2B 00 0C AD 
2686	-81	36	34	3	82 00 78 2B 7B 00 3A 42 
2686	-67	37	34	3	E2 00 78 80 03 00 A9 C7 
RxTime	RSSI	chan	crc err	ID	packet
2687	-56	38	34	3	52 00 78 FF 73 00 AE 0B 
2673	-58	39	34	3	62 00 78 FF C3 00 9F 8A 
2686	-71	40	34	3	82 00 78 2B 7B 00 3A 42 
2686	-56	41	34	3	E2 00 78 80 03 00 A9 C7 
2686	-68	42	34	3	52 00 78 FF 73 00 AE 0B 
Got CRC error. 9C 92 01 94 34 48 FA D8    Seconds since last error: 138    Minutes running: 80.13

72566	-57	18	35	3	E2 01 89 80 00 00 BF 3C 
2687	-76	19	35	3	52 00 89 FF 70 00 12 A1 
2686	-56	20	35	3	A2 00 89 C7 28 00 68 0F 
2686	-55	21	35	3	82 00 89 2B 88 00 95 29 
2687	-65	22	35	3	E2 00 89 80 00 00 15 6D 
2686	-70	23	35	3	52 00 89 FF 70 00 12 A1 
2686	-57	24	35	3	A2 00 89 C7 28 00 68 0F 
2687	-74	25	35	3	82 00 89 2B 88 00 95 29 
2686	-55	26	35	3	E2 00 89 80 00 00 15 6D 
2686	-58	27	35	3	52 00 89 FF 70 00 12 A1 
2686	-66	28	35	3	62 00 89 FF C0 00 23 20 
2686	-69	29	35	3	82 00 89 2B 88 00 95 29 
2686	-57	30	35	3	E2 00 89 80 00 00 15 6D 
2686	-60	31	35	3	52 00 89 FF 70 00 12 A1 
2686	-62	32	35	3	42 00 89 FF C0 00 16 28 
2686	-57	33	35	3	82 00 89 2B 89 00 A6 18 
2686	-57	34	35	3	E2 00 89 80 01 00 26 5C 
RxTime	RSSI	chan	crc err	ID	packet
2687	-64	35	35	3	52 01 A8 FF 73 00 AC 59 
2673	-83	36	35	3	92 03 A4 03 03 0A 26 F8 
2686	-59	37	35	3	82 04 B2 2B 89 00 1D E8 
2687	-54	38	35	3	E2 07 AB 80 02 00 CE FD 
2686	-57	39	35	3	52 06 A8 FF 71 00 AD EF 
2686	-64	40	35	3	A2 06 A5 B8 29 00 1A FE 
