Output from Radio_Raw_Data_Test.ino
7/9/15
Used MoteinoMega that was located on kitchen table
Davis ISS had a new battery
Changed ID to 1 to see if CRC errors would get better, but it didn't help
got an error every 120 seconds on average
Packet interval was set too 2555




Davis ISS Radio test for MoteinoMega
RxTime	RSSI	chan	crc err	ID	packet
2561	-62	32	12	1	E0 00 93 80 01 00 DE 10 
2561	-65	33	12	1	50 00 93 FF 71 00 D9 DC 
2561	-63	34	12	1	90 00 93 02 01 98 CC 07 
2561	-64	35	12	1	80 00 93 2A B9 00 6C F1 
2561	-59	36	12	1	E0 00 93 80 01 00 DE 10 
2561	-63	37	12	1	50 00 93 FF 71 00 D9 DC 
2561	-66	38	12	1	A0 00 93 FE 29 00 F8 46 
2561	-62	39	12	1	80 00 93 2A B9 00 6C F1 
2561	-64	40	12	1	E0 00 93 80 01 00 DE 10 
2561	-62	41	12	1	50 00 93 FF 71 00 D9 DC 
2561	-62	42	12	1	A0 00 93 FE 29 00 F8 46 
Got CRC error. 7B A9 B2 6F 6E 31 95 5A    Seconds since last error: 127    Minutes running: 20.94

RxTime	RSSI	chan	crc err	ID	packet
69191	-59	18	13	1	50 00 93 FF 71 00 D9 DC 
2547	-68	19	13	1	40 00 93 FF C1 00 DD 55 
2561	-69	20	13	1	80 00 93 2A C9 00 64 A8 
2561	-57	21	13	1	E0 00 93 80 01 00 DE 10 
2561	-66	22	13	1	50 00 93 FF 71 00 D9 DC 
2561	-68	23	13	1	90 00 93 01 01 79 78 58 
2562	-61	24	13	1	80 00 93 2A C9 00 64 A8 
2561	-64	25	13	1	E0 00 93 80 01 00 DE 10 
2561	-58	26	13	1	50 00 93 FF 71 00 D9 DC 
2561	-69	27	13	1	A0 00 93 00 39 00 03 66 
2562	-67	28	13	1	80 00 93 2A C9 00 64 A8 
2561	-63	29	13	1	E0 00 93 80 01 00 DE 10 
2561	-56	30	13	1	50 00 93 FF 71 00 D9 DC 
2561	-63	31	13	1	A0 00 93 00 39 00 03 66 
2561	-70	32	13	1	80 00 93 2A C9 00 64 A8 
2561	-71	33	13	1	E0 00 93 80 01 00 DE 10 
2561	-58	34	13	1	50 00 93 FF 71 00 D9 DC 
2561	-72	35	13	1	60 00 93 FF C1 00 E8 5D 
2561	-68	36	13	1	80 00 93 2A C9 00 64 A8 
2562	-69	37	13	1	E0 00 93 80 01 00 DE 10 
2561	-59	38	13	1	50 00 93 FF 71 00 D9 DC 
2561	-68	39	13	1	40 00 93 FF C1 00 DD 55 
RxTime	RSSI	chan	crc err	ID	packet
2562	-68	40	13	1	80 00 93 2A C9 00 64 A8 
2547	-58	41	13	1	E0 00 93 80 01 00 DE 10 
2562	-68	42	13	1	50 00 93 FF 71 00 D9 DC 
2561	-68	43	13	1	90 00 93 01 01 89 97 47 
2562	-62	44	13	1	80 00 93 2A C9 00 64 A8 
2561	-65	45	13	1	E0 00 93 80 01 00 DE 10 
2561	-56	46	13	1	50 00 93 FF 71 00 D9 DC 
2561	-67	47	13	1	A0 00 93 03 39 00 5A 36 
2561	-58	48	13	1	80 00 93 2A D9 00 67 DB 
2561	-66	49	13	1	E0 00 93 80 01 00 DE 10 
2561	-63	50	13	1	50 00 93 FF 71 00 D9 DC 
2561	-59	0	13	1	A0 00 93 03 39 00 5A 36 
2561	-57	1	13	1	80 00 93 2A C9 00 64 A8 
2561	-62	2	13	1	E0 00 93 80 01 00 DE 10 
2561	-66	3	13	1	50 00 93 FF 71 00 D9 DC 
2562	-70	4	13	1	60 00 93 FF C1 00 E8 5D 
2561	-57	5	13	1	80 00 93 2A D9 00 67 DB 
2561	-64	6	13	1	E0 00 93 80 01 00 DE 10 
2561	-64	7	13	1	50 00 93 FF 71 00 D9 DC 
2561	-63	8	13	1	40 00 93 FF C1 00 DD 55 
2563	-65	9	13	1	80 00 93 2A D9 00 67 DB 
2561	-66	10	13	1	E0 00 93 80 01 00 DE 10 
RxTime	RSSI	chan	crc err	ID	packet
2561	-57	11	13	1	50 00 93 FF 71 00 D9 DC 
2548	-69	12	13	1	90 00 93 01 01 99 85 76 
2561	-64	13	13	1	80 00 93 2A D9 00 67 DB 
2561	-59	14	13	1	E0 00 93 80 01 00 DE 10 
2561	-57	15	13	1	50 00 93 FF 71 00 D9 DC 
2561	-67	16	13	1	A0 00 93 07 39 00 86 F6 
2562	-66	17	13	1	80 00 93 2A D9 00 67 DB 
2561	-58	18	13	1	E0 00 93 80 01 00 DE 10 
2561	-62	19	13	1	50 00 93 FF 71 00 D9 DC 
2561	-64	20	13	1	A0 00 93 07 39 00 86 F6 
2561	-57	21	13	1	80 00 93 2A D9 00 67 DB 
2562	-66	22	13	1	E0 00 93 80 01 00 DE 10 
2561	-64	23	13	1	50 00 93 FF 71 00 D9 DC 
2561	-63	24	13	1	60 00 93 FF C1 00 E8 5D 
2562	-62	25	13	1	80 00 93 2A D9 00 67 DB 
2561	-59	26	13	1	E0 00 93 80 01 00 DE 10 
2561	-68	27	13	1	50 00 93 FF 71 00 D9 DC 
2561	-69	28	13	1	40 00 93 FF C1 00 DD 55 
2561	-63	29	13	1	80 00 93 2A D9 00 67 DB 
2561	-58	30	13	1	E0 00 93 80 01 00 DE 10 
2561	-62	31	13	1	50 00 93 FF 71 00 D9 DC 
2561	-66	32	13	1	90 00 93 00 01 09 31 FF 
RxTime	RSSI	chan	crc err	ID	packet
2562	-68	33	13	1	80 00 93 2A D9 00 67 DB 
2548	-62	34	13	1	E0 00 93 80 01 00 DE 10 
2562	-66	35	13	1	50 00 93 FF 71 00 D9 DC 
2561	-60	36	13	1	A0 00 93 09 39 00 9D F7 
2561	-64	37	13	1	80 00 93 2A D9 00 67 DB 
2561	-62	38	13	1	E0 00 93 80 01 00 DE 10 
2561	-64	39	13	1	50 00 93 FF 71 00 D9 DC 
2561	-64	40	13	1	A0 00 93 09 39 00 9D F7 
2562	-58	41	13	1	80 00 93 2A D9 00 67 DB 
2561	-62	42	13	1	E0 00 93 80 01 00 DE 10 
Got CRC error. 60 5D 0C 4C B6 13 9C C1    Seconds since last error: 262    Minutes running: 25.32

69190	-60	18	14	1	80 00 93 2A E9 00 62 4E 
2561	-60	19	14	1	E0 00 93 80 01 00 DE 10 
2562	-62	20	14	1	50 00 93 FF 71 00 D9 DC 
2561	-57	21	14	1	90 00 93 00 01 09 31 FF 
2561	-65	22	14	1	80 00 93 2A D9 00 67 DB 
2561	-64	23	14	1	E0 00 93 80 01 00 DE 10 
2561	-59	24	14	1	50 00 93 FF 71 00 D9 DC 
2561	-60	25	14	1	A0 00 93 11 39 00 77 35 
2561	-59	26	14	1	80 00 93 2A E9 00 62 4E 
2561	-67	27	14	1	E0 00 93 80 01 00 DE 10 
2561	-65	28	14	1	50 00 93 FF 71 00 D9 DC 
2561	-62	29	14	1	A0 00 93 11 39 00 77 35 
RxTime	RSSI	chan	crc err	ID	packet
2561	-59	30	14	1	80 00 93 2A E9 00 62 4E 
2548	-60	31	14	1	E0 00 93 80 01 00 DE 10 
2561	-64	32	14	1	50 00 93 FF 71 00 D9 DC 
2562	-70	33	14	1	60 00 93 FF C1 00 E8 5D 
2561	-61	34	14	1	80 00 93 2A E9 00 62 4E 
2561	-65	35	14	1	E0 00 93 80 01 00 DE 10 
2561	-59	36	14	1	50 00 93 FF 71 00 D9 DC 
2561	-64	37	14	1	40 00 93 FF C1 00 DD 55 
2563	-59	38	14	1	80 00 93 2A E9 00 62 4E 
2561	-59	39	14	1	E0 00 93 80 01 00 DE 10 
2561	-65	40	14	1	50 00 93 FF 71 00 D9 DC 
2561	-60	41	14	1	90 00 93 00 01 09 31 FF 
2561	-64	42	14	1	80 00 93 2A E9 00 62 4E 
Got CRC error. 6E 49 8D 78 36 73 FC 1C    Seconds since last error: 129    Minutes running: 27.49

69190	-60	18	15	1	A0 00 93 06 39 00 B1 C6 
2561	-63	19	15	1	80 00 93 2A E9 00 62 4E 
2561	-64	20	15	1	E0 00 93 80 01 00 DE 10 
2561	-58	21	15	1	50 00 93 FF 71 00 D9 DC 
2561	-71	22	15	1	60 00 93 FF C1 00 E8 5D 
2561	-64	23	15	1	80 00 93 2A F9 00 61 3D 
2561	-62	24	15	1	E0 00 93 80 01 00 DE 10 
2561	-61	25	15	1	50 00 93 FF 71 00 D9 DC 
2561	-63	26	15	1	40 00 93 FF C1 00 DD 55 
RxTime	RSSI	chan	crc err	ID	packet
2561	-67	27	15	1	80 00 93 2A F9 00 61 3D 
2549	-66	28	15	1	E0 00 93 80 01 00 DE 10 
2561	-62	29	15	1	50 00 93 FF 71 00 D9 DC 
2561	-57	30	15	1	90 00 93 00 01 09 31 FF 
2562	-60	31	15	1	80 00 93 2A F9 00 61 3D 
2561	-64	32	15	1	E0 00 93 80 01 00 DE 10 
2561	-69	33	15	1	50 00 93 FF 71 00 D9 DC 
2561	-59	34	15	1	A0 00 93 07 39 00 86 F6 
2561	-67	35	15	1	80 00 93 2A F9 00 61 3D 
